Timestamp,Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Dry Coffee Mass (g),Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-06 18:05:20,95.0,True,9,False,medium,False,26.0,True,17.7,38.9,13.0,0.11049999999999999,24.285028248587565
