Timestamp,Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Dry Coffee Mass (g),Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-06 07:06:47,93,False,9,False,medium,True,27.0,True,19.0,35.7,13.5,0.11474999999999999,21.560921052631578
