Timestamp,Dry Coffee Mass (g),Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-12 23:08:03,18.0,90.0,True,9,False,medium,False,25,False,36.0,9.5,0.08074999999999999,16.15
