Timestamp,Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Dry Coffee Mass (g),Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-06 17:43:23,93,False,9,False,coarse,True,13.0,True,18.6,37.5,9.0,0.0765,15.42338709677419
