Timestamp,Dry Coffee Mass (g),Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-12 23:10:02,18.2,91.0,True,9,False,medium,False,22.0,True,35.0,9.5,0.08074999999999999,15.528846153846152
