Timestamp,Dry Coffee Mass (g),Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-12 23:09:25,17.8,91.0,True,9,False,medium,False,24.8,True,37.0,11.0,0.0935,19.435393258426963
