Timestamp,Dry Coffee Mass (g),Temperature (°C),Temperature Used,Pressure (bar),Pressure Used,Grind Size,Grind Size Used,Extraction Time (s),Extraction Time Used,Beverage Mass (g),Brix,TDS,Extraction Yield (%)
2025-03-13 00:23:39,18.1,93,False,9,False,medium,False,23.0,True,37.8,11.5,0.09775,20.414088397790053
